Animal1,Animal2,weights
baboon,tarantula,0.34394432
baboon,tiger,0.454784508
baboon,toad,0.472744634
baboon,tortoise,0.483737888
baboon,toucan,0.419899401
baboon,trout,0.152670046
baboon,turkey,0.152792559
baboon,turtle,0.378379542
baboon,walrus,0.342006922
baboon,wasp,0.294092227
baboon,weasel,0.342836046
baboon,whale,0.344731838
baboon,wolf,0.404761007
baboon,wombat,0.490246739
baboon,woodpecker,0.332975697
baboon,yak,0.222767931
baboon,zebra,0.533754146
badger,albatross,0.227821482
badger,alligator,0.313159117
badger,ant,0.335776613
badger,antelope,0.391636473
badger,baboon,0.34396653
badger,badger,1
badger,barracuda,0.209264951
badger,bat,0.210116421
badger,bear,0.304634916
badger,beaver,0.447411708
badger,bee,0.335702993
badger,beetle,0.390562058
badger,bison,0.312915053
badger,blackbird,0.403332827
badger,boa,0.279914159
badger,bonobo,0.262131217
badger,buffalo,0.317328646
badger,bumblebee,0.381555921
badger,butterfly,0.162031196
badger,caiman,0.213272087
badger,camel,0.237709568
badger,canary,0.18843552
badger,carp,0.385872456
badger,cat,0.422786179
badger,caterpillar,0.333745687
badger,catfish,0.247983149
badger,centipede,0.214406091
badger,chameleon,0.192939219
badger,chicken,0.236301553
badger,chimpanzee,0.235292799
badger,chipmunk,0.47353253
badger,cockroach,0.365814968
badger,cod,0.188218443
badger,cow,0.384484081
badger,coyote,0.418956295
badger,crab,0.208112157
badger,crocodile,0.351412739
badger,crow,0.376168698
badger,cuttlefish,0.214586431
badger,deer,0.473064455
badger,dingo,0.366678804
badger,dog,0.356924228
badger,dolphin,0.249351185
badger,donkey,0.333133917
badger,dove,0.166698848
badger,dragonfly,0.302776213
badger,duck,0.366853771
badger,eagle,0.251780084
badger,eel,0.262289646
badger,elephant,0.35859442
badger,elk,0.427317906
badger,emu,0.334233493
badger,falcon,0.337601948
badger,finch,0.324008088
badger,flamingo,0.289749765
badger,flea,0.170084678
badger,fly,0.106061657
badger,fox,0.495678253
badger,frog,0.35655292
badger,gazelle,0.225713414
badger,gecko,0.26229115
badger,gibbon,0.305939716
badger,giraffe,0.28241958
badger,goat,0.375802173
badger,goldfish,0.331468514
badger,goose,0.413230592
badger,gorilla,0.343542652
badger,grasshopper,0.374487147
badger,hamster,0.351035177
badger,hare,0.414900301
badger,hawk,0.230049989
badger,hedgehog,0.431068506
badger,horse,0.20072126
badger,hyena,0.381345778
badger,jaguar,0.295610382
badger,jellyfish,0.163461428
badger,kangaroo,0.368924347
badger,kiwi,0.189920412
badger,koala,0.307123056
badger,ladybug,0.341591292
badger,lemur,0.312133993
badger,lemming,0.336519927
badger,leopard,0.347390835
badger,lion,0.323111875
badger,lizard,0.401034111
badger,lobster,0.185069414
badger,mammoth,0.173931499
badger,mink,0.353042883
badger,mole,0.29946543
badger,mongoose,0.314191287
badger,monkey,0.348939732
badger,moose,0.456063837
badger,moth,0.342923959
badger,mouse,0.347757658
badger,mule,0.25884071
badger,nightingale,0.235404702
badger,nymph,0.256481382
badger,octopus,0.189414721
badger,okapi,0.307369272
badger,ostrich,0.339951031
badger,otter,0.417068746
badger,owl,0.422854824
badger,oyster,0.16382177
badger,panda,0.29441721
badger,panther,0.374554617
badger,parakeet,0.307147144
badger,parrot,0.367285129
badger,peacock,0.283492271
badger,pelican,0.286788843
badger,penguin,0.298866142
badger,pig,0.464003607
badger,pigeon,0.467248837
badger,piranha,0.339862461
badger,platypus,0.333145254
badger,pony,0.318136446
badger,poodle,0.280297551
badger,prawn,0.205576684
badger,puma,0.438168083
badger,python,0.31740783
badger,rabbit,0.520804426
badger,racoon,0.435729506
badger,rat,0.438902934
badger,rattlesnake,0.395980977
badger,raven,0.313575916
badger,reindeer,0.358488145
badger,rhinoceros,0.335591739
badger,robin,0.386663408
badger,rooster,0.352509482
badger,salamander,0.311702881
badger,salmon,0.220984023
badger,scallop,0.162723413
badger,scorpion,0.298317016
badger,seal,0.199215908
badger,shark,0.219056736
badger,sheep,0.402022798
badger,shrimp,0.134932479
badger,skunk,0.466777767
badger,snail,0.339685626
badger,snake,0.390039664
badger,sparrow,0.365030646
badger,spider,0.373707132
badger,squid,0.239378288
badger,squirrel,0.52898419
badger,starfish,0.18216221
badger,stingray,0.199891431
badger,stork,0.272326359
badger,swallow,0.156176856
badger,swan,0.364325391
badger,tapir,0.335556744
badger,termite,0.241029222
badger,tarantula,0.380395482
badger,tiger,0.362782244
badger,toad,0.501775479
badger,tortoise,0.339553103
badger,toucan,0.301516223
badger,trout,0.272756708
badger,turkey,0.360325784
badger,turtle,0.340211792
badger,walrus,0.288305966
badger,wasp,0.431366669
badger,weasel,0.487225794
badger,whale,0.27312241
badger,wolf,0.477528223
badger,wombat,0.41548134
badger,woodpecker,0.382244986
badger,yak,0.342475232
badger,zebra,0.335809133
barracuda,albatross,0.249485582
barracuda,alligator,0.445793423
barracuda,ant,0.225411978
barracuda,antelope,0.291025972
barracuda,baboon,0.226541593
barracuda,badger,0.209264951
barracuda,barracuda,1
barracuda,bat,0.159989381
barracuda,bear,0.182674976
barracuda,beaver,0.207701866
barracuda,bee,0.144119751
barracuda,beetle,0.19609684
barracuda,bison,0.156457559
barracuda,blackbird,0.196305354
barracuda,boa,0.307005184
barracuda,bonobo,0.093503343
barracuda,buffalo,0.274051394
